_id,distrito,bairro,unidade,classe,apresentacao,tipo_produto,codigo_produto,produto,cadum,data_carga,quantidade
8711,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,NEUROLÉPTICO,COMPR,MEDICAMENTOS,10588,TIORIDAZINA 100MG,30320,2024-10-10T00:00:00,"100,0"
8712,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,NEUROLÉPTICO,FRASCO,MEDICAMENTOS,10327,HALOPERIDOL 2MG/ML SOLUCAO ORAL - 20ML,30114,2024-10-10T00:00:00,"12,0"
8713,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,NEUROLÉPTICO,FRASCO,MEDICAMENTOS,10360,PERICIAZINA 4% SOLUCAO ORAL - 20ML,30305,2024-10-10T00:00:00,"6,0"
8714,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,NUCLEOSÍDEOS,BISN.,MEDICAMENTOS,10462,ACICLOVIR CREME TOPICO 50MG/G - 10G,30028,2024-10-10T00:00:00,"10,0"
8715,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,NUCLEOSÍDEOS,BISN.,MEDICAMENTOS,10611,"ACICLOVIR 30MG/G POMADA OFTALMICA 4,5G",30030,2024-10-10T00:00:00,"0,0"
8716,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,NUCLEOSÍDEOS,COMPR,MEDICAMENTOS,10890,ACICLOVIR 200MG,26451,2024-10-10T00:00:00,"23,0"
8717,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,PROTETOR DE MUCOSA GÁSTRICA,CAPSULA,MEDICAMENTOS,70002,ESPINHEIRA SANTA (MAYTENUS OFFICINALIS) 380 A 500MG,42000,2024-10-10T00:00:00,"0,0"
8718,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,REIDRATANTE,BISN.,MEDICAMENTOS,10279,RINGER COM LACTATO DE SODIO SOLUCAO INJETAVEL - 500ML,30314,2024-10-10T00:00:00,"4,0"
8719,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,REIDRATANTE,ENVELOPE,MEDICAMENTOS,10274,"SAIS PARA REIDRATACAO ORAL PO - 27,9G",30151,2024-10-10T00:00:00,"278,0"
8720,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,REPOSITOR HIROELETROLÍTICO,AMP,MEDICAMENTOS,10073,"CLORETO DE POTASSIO 19,1% SOLUCAO INJETAVEL - 10ML",30054,2024-10-10T00:00:00,"0,0"
8721,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,REPOSITOR HIROELETROLÍTICO,AMP,MEDICAMENTOS,10076,CLORETO DE SODIO 10% SOLUCAO INJETAVEL - 10ML,30058,2024-10-10T00:00:00,"0,0"
8722,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,REPOSITOR HIROELETROLÍTICO,AMP,MEDICAMENTOS,10158,GLICOSE 50% SOLUCAO INJETAVEL - 10ML,30197,2024-10-10T00:00:00,"5,0"
8723,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,REPOSITOR HIROELETROLÍTICO,AMP,MEDICAMENTOS,10161,GLUCONATO DE CALCIO 10% SOLUCAO INJETAVEL - 10ML,30198,2024-10-10T00:00:00,"0,0"
8724,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,REPOSITOR HIROELETROLÍTICO,AMP,MEDICAMENTOS,10209,SULFATO DE MAGNESIO 50% SOLUCAO INJETAVEL - 10ML,30316,2024-10-10T00:00:00,"0,0"
8725,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,REPOSITOR HIROELETROLÍTICO,BISN.,MEDICAMENTOS,10075,"CLORETO DE SODIO 0,9% SOLUCAO INJETAVEL - 500ML (SISTEMA FECHADO)",30057,2024-10-10T00:00:00,"2,0"
8726,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,REPOSITOR HIROELETROLÍTICO,BISN.,MEDICAMENTOS,10157,GLICOSE 5% SOLUCAO INJETAVEL - 500ML,30259,2024-10-10T00:00:00,"0,0"
8727,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,REPOSITOR HIROELETROLÍTICO,BISN.,MEDICAMENTOS,10521,"CLORETO DE SODIO 0,9% SOLUCAO INJETAVEL - 250ML",30201,2024-10-10T00:00:00,"0,0"
8728,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,REPOSITOR HORMONAL,BISN.,MEDICAMENTOS,10656,ESTRIOL 1% CREME VAGINAL + APLICADOR - 50G,30103,2024-10-10T00:00:00,"5,0"
8729,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,REPOSITOR HORMONAL,COMPR,MEDICAMENTOS,10397,LEVOTIROXINA 100 MCG,30125,2024-10-10T00:00:00,"405,0"
8730,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,REPOSITOR HORMONAL,COMPR,MEDICAMENTOS,10398,LEVOTIROXINA 50 MCG,30126,2024-10-10T00:00:00,"945,0"
8731,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,REPOSITOR HORMONAL,COMPR,MEDICAMENTOS,10767,LEVOTIROXINA 25MCG,49915,2024-10-10T00:00:00,"505,0"
8732,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,SEDATIVO  (BENZODIAZEPÍNICO),AMP,MEDICAMENTOS,10228,MIDAZOLAM 5MG/ML SOLUCAO INJETAVEL - 3ML,30286,2024-10-10T00:00:00,"0,0"
8733,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,SUPLEMENTO,COMPR,MEDICAMENTOS,10657,CARBONATO DE CALCIO 1.250 A 2.500 MG (500 A 1000 MG DE CALCIO) + VITAMINA D3 400UI,28458,2024-10-10T00:00:00,"0,0"
8734,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,VASODILATADOR,COMPR,MEDICAMENTOS,10924,ISOSSORBIDA 20MG,25349,2024-10-10T00:00:00,"0,0"
8735,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,VASODILATADOR (EMERGÊNCIA HIPERTENSIVA),AMP,MEDICAMENTOS,10940,NITROPRUSSIATO DE SODIO 25MG/ML SOLUCAO INJETAVEL - 2ML,33964,2024-10-10T00:00:00,"0,0"
8736,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,VASODILATADOR (EMERGÊNCIA HIPERTENSIVA),AMP,MEDICAMENTOS,10945,NITROGLICERINA 5MG/ML SOLUCAO INJETAVEL - 5ML,33961,2024-10-10T00:00:00,"0,0"
8737,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,VASODILATADOR (EMERGÊNCIA HIPERTENSIVA),COMPR,MEDICAMENTOS,10193,ISOSSORBIDA 5MG,30120,2024-10-10T00:00:00,"510,0"
8738,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,VASOPRESSOR,AMP,MEDICAMENTOS,10115,"DOBUTAMINA 12,5MG/ML SOLUCAO INJETAVEL - 20ML",30221,2024-10-10T00:00:00,"0,0"
8739,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,VASOPRESSOR,AMP,MEDICAMENTOS,10116,DOPAMINA 5MG/ML SOLUCAO INJETAVEL - 10ML,30224,2024-10-10T00:00:00,"0,0"
8740,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,VASOPRESSOR,AMP,MEDICAMENTOS,10941,NOREPINEFRINA 2MG/ML SOLUCAO INJETAVEL - 4ML,27518,2024-10-10T00:00:00,"0,0"
8741,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,VITAMINA,AMP,MEDICAMENTOS,10311,ACIDO ASCORBICO (VITAMINA C) 100MG/ML SOLUCAO INJETAVEL - 5ML,30322,2024-10-10T00:00:00,"0,0"
8742,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,VITAMINA,AMP,MEDICAMENTOS,10314,VITAMINAS DO COMPLEXO B SOLUCAO INJETAVEL - 2ML,30324,2024-10-10T00:00:00,"0,0"
8743,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,VITAMINA,COMPR,MEDICAMENTOS,10549,VITAMINA B1 300MG (TIAMINA),14196,2024-10-10T00:00:00,"180,0"
8744,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",AMP,MEDICAMENTOS,10227,*MIDAZOLAM 5MG/ML AMPOLA 10ML,47501,2024-10-10T00:00:00,"0,0"
8745,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",AMP,MEDICAMENTOS,10276,"*SALBUTAMOL 0,5MG/ML - 1ML",30261,2024-10-10T00:00:00,"0,0"
8746,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",AMP,MEDICAMENTOS,10460,MEDROXIPROGESTERONA 150MG/ML SUSPENSAO INJETAVEL - 1ML,30062,2024-10-10T00:00:00,"2,0"
8747,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",AMP,MEDICAMENTOS,10517,*BROMETO NBUTILESCOPOLAMINA 4MG/ML+DIPIRONA SODICA 500MG/ML AMPOLA COM 5ML,30008,2024-10-10T00:00:00,"0,0"
8748,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",AMP,MEDICAMENTOS,10532,*RANITIDINA 25MG/ML 2 ML SOLUCAO INJETAVEL AMPOLA COM,35098,2024-10-10T00:00:00,"0,0"
8749,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",AMP,MEDICAMENTOS,10581,NORETISTERONA 50MG + ESTRADIOL 5MG SOLUCAO INJETAVEL - 1ML,30101,2024-10-10T00:00:00,"78,0"
8750,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",AMP,MEDICAMENTOS,10976,"*BETAMETASONA, DIPROPIONATO 5MG + BETAMETASONA, FOSFATO DISSODICO 2MG, SUSPENSAO INJETAVEL - 1ML",28855,2024-10-10T00:00:00,"2,0"
8751,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",AMP,MEDICAMENTOS,11075,*DIFENIDRAMINA 50MG/ML SOL INJ,47536,2024-10-10T00:00:00,"0,0"
8752,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",BISN.,MEDICAMENTOS,10056,*CETOCONAZOL CREME 2% - 30G TOPICO,22133,2024-10-10T00:00:00,"0,0"
8753,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",BISN.,MEDICAMENTOS,10121,"*ESCINA AMORFA 30G ( ESCINA 0,01G + ESCINA POLISSULFONADA SODICA + SALICILATO DIETILAMINA 0,05G/1G)",30229,2024-10-10T00:00:00,"0,0"
8754,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",BISN.,MEDICAMENTOS,10236,*NISTATINA 25.000UI/G CREME VAGINAL,47571,2024-10-10T00:00:00,"0,0"
8755,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",BISN.,MEDICAMENTOS,10243,*OXIDO DE ZINCO + VITAMINA A + D + ACIDO BORICO - 45G,30297,2024-10-10T00:00:00,"0,0"
8756,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",BISN.,MEDICAMENTOS,10297,*TIABENDAZOL POMADA 5% - 45G,13689,2024-10-10T00:00:00,"0,0"
8757,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",BISN.,MEDICAMENTOS,10363,"*TOBRAMICINA POMADA OFTALMICA 3MG/G - 3,5G",30289,2024-10-10T00:00:00,"0,0"
8758,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",BLISTER,MEDICAMENTOS,10032,PQT MULTIBACILAR ADULTO,,2024-10-10T00:00:00,"2,0"
8759,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",BLISTER,MEDICAMENTOS,10033,PQT MULTIBACILAR INFANTIL,,2024-10-10T00:00:00,"0,0"
8760,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",BLISTER,MEDICAMENTOS,10034,*BLISTER PAUCIBACILAR ADULTO,,2024-10-10T00:00:00,"0,0"
8761,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",BLISTER,MEDICAMENTOS,10035,*BLISTER PAUCIBACILAR INFANTIL,,2024-10-10T00:00:00,"0,0"
8762,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",BLISTER,MEDICAMENTOS,10198,"LEVONORGESTREL 0,15MG + ETINILESTRADIOL 0,03MG",32646,2024-10-10T00:00:00,"36,0"
8763,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",BLISTER,MEDICAMENTOS,10226,"NORETISTERONA 0,35 MG",34533,2024-10-10T00:00:00,"4,0"
8764,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",BLISTER,MEDICAMENTOS,10345,"*ETINILESTRADIOL 0,035MG + CIPROTERONA, ACETATO 2MG",30185,2024-10-10T00:00:00,"0,0"
8765,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",BLISTER,MEDICAMENTOS,10530,"LEVONORGESTREL 0,75MG",35321,2024-10-10T00:00:00,"0,0"
8766,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",BOLSA,MEDICAMENTOS,11077,*FLUCONAZOL 2 MG/ML BOLSA 100ML,47561,2024-10-10T00:00:00,"0,0"
8767,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",CANETA,MEDICAMENTOS,10736,INSULINA NPH CANETA 100UI/ML SUSPENSAO INJETAVEL - 3ML,49903,2024-10-10T00:00:00,"71,0"
8768,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",CANETA,MEDICAMENTOS,10737,INSULINA REGULAR CANETA 100UI/ML SUSPENSAO INJETAVEL - 3ML,49904,2024-10-10T00:00:00,"92,0"
8769,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",CAPS/COMP/DRAG,MEDICAMENTOS,10511,NORTRIPTILINA 25MG,45325,2024-10-10T00:00:00,"270,0"
8770,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",CAPSULA,MEDICAMENTOS,10022,*AMPICILINA 500MG,34709,2024-10-10T00:00:00,"0,0"
8771,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",CAPSULA,MEDICAMENTOS,10064,CLOFAZIMINA 100MG,,2024-10-10T00:00:00,"0,0"
8772,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",CAPSULA,MEDICAMENTOS,10269,RIFAMPICINA 300MG,31394,2024-10-10T00:00:00,"0,0"
8773,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",CAPSULA,MEDICAMENTOS,10686,OSELTAMIVIR 75MG,47609,2024-10-10T00:00:00,"0,0"
8774,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",CAPSULA,MEDICAMENTOS,10693,OSELTAMIVIR 45MG,47608,2024-10-10T00:00:00,"0,0"
8775,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",CAPSULA,MEDICAMENTOS,10694,OSELTAMIVIR 30MG,47607,2024-10-10T00:00:00,"0,0"
8776,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMP./CAPS DE LIB.PROLONG.,MEDICAMENTOS,10413,VENLAFAXINA 150MG,49445,2024-10-10T00:00:00,"204,0"
8777,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMP./CAPS DE LIB.PROLONG.,MEDICAMENTOS,10932,VENLAFAXINA 75MG,41432,2024-10-10T00:00:00,"150,0"
8778,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMP./CAPS DE LIB.PROLONG.,MEDICAMENTOS,10949,"VENLAFAXINA 37,5MG",50883,2024-10-10T00:00:00,"150,0"
8779,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10024,*ATENOLOL 100MG,30076,2024-10-10T00:00:00,"0,0"
8780,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10029,*BEZAFIBRATO 200MG,30038,2024-10-10T00:00:00,"0,0"
8781,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10063,*CINARIZINA 75MG,30050,2024-10-10T00:00:00,"0,0"
8782,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10094,*DEXCLORFENIRAMINA 2MG,30096,2024-10-10T00:00:00,"0,0"
8783,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10106,*DIMETICONA 40MG (SIMETICONA),30173,2024-10-10T00:00:00,"0,0"
8784,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10120,*ERITROMICINA 500MG (ESTOLATO),30102,2024-10-10T00:00:00,"0,0"
8785,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10153,"*GLICLAZIDA, 30 MG, LIBERACAO PROLONGADA",30112,2024-10-10T00:00:00,"0,0"
8786,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10162,*HALOPERIDOL 1MG,30113,2024-10-10T00:00:00,"0,0"
8787,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10188,ISONIAZIDA 300MG,,2024-10-10T00:00:00,"18,0"
8788,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10191,ISONIAZIDA 100MG,10191,2024-10-10T00:00:00,"90,0"
8789,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10192,*ISOSSORBIDA 10MG,30209,2024-10-10T00:00:00,"0,0"
8790,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10194,RIFAPENTINA 300MG + ISONIAZIDA 300MG,10194,2024-10-10T00:00:00,"12,0"
8791,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10215,*METILDOPA 500MG,30284,2024-10-10T00:00:00,"0,0"
8792,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10218,*METOCLOPRAMIDA 10MG,30225,2024-10-10T00:00:00,"0,0"
8793,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10329,RIFAPENTINA 150MG,10329,2024-10-10T00:00:00,"4,0"
8794,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10388,*CANDESARTAN CILAXETIL 8MG,,2024-10-10T00:00:00,"0,0"
8795,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10409,OFLOXACINO 400MG,30296,2024-10-10T00:00:00,"30,0"
8796,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10415,*RANITIDINA 150MG,30150,2024-10-10T00:00:00,"0,0"
8797,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10452,*PIMOZIDA 4MG,30309,2024-10-10T00:00:00,"0,0"
8798,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10453,PIRIMETAMINA 25MG,10453,2024-10-10T00:00:00,"0,0"
8799,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10454,SULFADIAZINA 500MG,30154,2024-10-10T00:00:00,"0,0"
8800,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10473,"*ANLODIPINO BESILATO, 10MG",30079,2024-10-10T00:00:00,"0,0"
8801,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10487,*NIFEDIPINA 10MG,30294,2024-10-10T00:00:00,"0,0"
8802,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10503,AMITRIPTILINA 75MG,50864,2024-10-10T00:00:00,"0,0"
8803,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10505,DIAZEPAM 5MG,50865,2024-10-10T00:00:00,"1940,0"
8804,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10508,IMIPRAMINA 75MG,50968,2024-10-10T00:00:00,"0,0"
8805,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10522,"*FOSFATO DE CODEINA 7,5MG + PARACETAMOL 500MG",31531,2024-10-10T00:00:00,"0,0"
8806,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10523,*ESTRADIOL 1MG,30181,2024-10-10T00:00:00,"0,0"
8807,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10541,"*VITAMINA D3 400.000 UI(0,004G)",,2024-10-10T00:00:00,"0,0"
8808,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10543,PRAZIQUANTEL 600MG,,2024-10-10T00:00:00,"0,0"
8809,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10585,"*CLORIDRATO DE CLONIDINA 0,100MG",30060,2024-10-10T00:00:00,"0,0"
8810,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10589,*CLORIDRATO BUSPIRONA 5MG,30025,2024-10-10T00:00:00,"0,0"
8811,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10590,*CLORIDRATO BUSPIRONA 10MG,30023,2024-10-10T00:00:00,"0,0"
8812,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10604,BUPROPIONA 150MG,30021,2024-10-10T00:00:00,"140,0"
8813,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10647,"*TIBOLONA 2,5MG",30269,2024-10-10T00:00:00,"0,0"
8814,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10650,"*ESTRADIOL 1MG + ACETATO DE NORETISTERONA 0,5MG",30183,2024-10-10T00:00:00,"0,0"
8815,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10662,ESPIRAMICINA 500MG (1.500.000 UI),26354,2024-10-10T00:00:00,"0,0"
8816,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10665,RIFAMPICINA 150MG,,2024-10-10T00:00:00,"0,0"
8817,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10690,RHZE (RIFAMPICINA 150MG+ ISONIAZIDA 75MH+ PIRAZINAMIDA 400MG+ ETAMBUTOL 275MG),,2024-10-10T00:00:00,"0,0"
8818,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10702,"*LEVONORGESTREL 1,5MG",30124,2024-10-10T00:00:00,"0,0"
8819,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10706,*RISPERIDONA 1MG,23450,2024-10-10T00:00:00,"0,0"
8820,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10707,*RISPERIDONA 2MG,28881,2024-10-10T00:00:00,"0,0"
8821,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10708,*RISPERIDONA 3MG,28882,2024-10-10T00:00:00,"0,0"
8822,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10715,*BACLOFENO 10MG,20061,2024-10-10T00:00:00,"0,0"
8823,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10731,ISONIAZIDA 75MG + RIFAMPICINA 150MG,,2024-10-10T00:00:00,"136,0"
8824,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10753,"CLONAZEPAM 0,5MG",35647,2024-10-10T00:00:00,"1470,0"
8825,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10828,*IVERMECTINA 6 MG,23493,2024-10-10T00:00:00,"0,0"
8826,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10891,SERTRALINA 50MG,18138,2024-10-10T00:00:00,"1205,0"
8827,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10938,ESCITALOPRAM 10MG,38342,2024-10-10T00:00:00,"0,0"
8828,2,LINHA DO TIRO,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,"",COMPR,MEDICAMENTOS,10958,"*ONDANSETRONA DIIDRATADA, CLORIDRATO - 4MG. COMPRIMIDO DE DESINTEGRACAO ORAL",34028,2024-10-10T00:00:00,"0,0"
